County_1,FIPS,State,Population,X,Y,Hum_17,Pre_17,Tmax_17,Tmin_17,WS_17,Hum_18,Pre_18,Tmax_18,Tmin_18,WS_18,Hum_19,Pre_19,Tmax_19,Tmin_19,WS_19,Hum_20,Pre_20,Tmax_20,Tmin_20,WS_20,Hum_21,Pre_21,Tmax_21,Tmin_21,WS_21,Hum_22,Pre_22,Tmax_22,Tmin_22,WS_22,Hum_23,Pre_23,Tmax_23,Tmin_23,WS_23,Hum_24,Pre_24,Tmax_24,Tmin_24,WS_24
Montgomery,17135,Illinois,28414,-89.4789,39.231,86.75721879,2.347829172,29.47043054,16.22067754,3.820907213,93.92416442,4.2860661,29.54122614,17.90246178,3.752178465,95.78966361,3.851159143,29.1099635,17.53218575,3.706015051,94.32283925,2.715564081,28.8911184,16.66078768,3.544614183,94.49018101,4.596784347,29.33064252,17.56875678,3.510720468,91.07622579,4.411366502,29.08619778,17.2325233,3.622889933,87.26098767,2.563240304,28.75884097,16.02517668,3.62060452,90.96263852,3.252524419,29.18386557,16.82637744,3.832261357
Morgan,17137,Illinois,33658,-90.2015,39.7156,86.69970189,1.380142982,29.36955071,15.91812426,3.902285767,92.17997672,4.120253459,29.33978038,17.57067981,3.872309077,95.66308024,3.409927781,28.85262324,17.37306943,3.769285602,95.19990956,2.751605677,28.62696607,16.41568287,3.631034895,94.99460457,4.075571785,29.15344245,17.30775945,3.534727801,91.8057361,3.875885809,28.82315653,16.7458067,3.709330189,86.27269347,2.604434562,28.98745262,15.95188462,3.634856911,91.02773045,2.989594672,29.03291177,16.68548997,3.826570141
Moultrie,17139,Illinois,14501,-88.6193,39.6415,86.1333906,1.977744774,28.95087698,16.06187407,3.794404699,93.2124436,4.209479246,29.11785068,17.87718886,3.635598377,93.15514631,3.791662927,28.95406361,17.63264606,3.654383817,91.96626657,2.62715537,28.63434705,16.84699769,3.508988484,92.333926,4.439291614,29.00702928,17.73491847,3.523151121,90.2839153,3.292741351,28.53992408,17.10982329,3.576489009,85.34327297,2.844201056,28.44667543,16.31748612,3.538654657,90.77769467,3.311477076,28.274988,16.57308626,3.710470442
Ogle,17141,Illinois,50643,-89.3206,42.0426,93.4504839,3.464883592,27.03833715,14.12383968,3.97008199,95.84585016,5.733770237,27.05805725,15.33326196,3.935053528,95.30717931,4.972823871,26.82443466,15.61287468,3.825499466,92.26175799,3.380169626,27.31333294,14.94108414,4.062292541,87.8841904,1.885987721,28.38149565,15.64339133,4.097832054,91.01195434,4.722797153,26.74646347,15.00697181,4.128041002,84.04125348,2.428250055,27.1434815,14.53417682,3.874493534,90.60787082,3.555556277,27.63149868,15.10175261,3.952491968
Peoria,17143,Illinois,179179,-89.76,40.7881,86.19462898,2.370438381,28.10659274,15.24382505,3.935771922,90.80967829,3.54279444,28.35161013,16.82113583,3.918131755,93.13392991,4.342197972,28.00375028,16.84511827,3.749908102,91.53705416,2.940808962,27.91111797,15.89678879,3.781345028,91.42654325,3.355008606,28.40984936,16.87580983,3.629685846,88.26876791,2.633969433,27.97755979,16.21442016,3.800841782,84.47121793,3.352285043,28.01305878,15.70314106,3.576583456,87.79715974,3.136844512,28.37901523,16.41789618,3.771957417
Perry,17145,Illinois,20916,-89.367,38.0838,88.90569379,2.139186929,29.78375947,17.26345036,3.009038664,93.62251564,4.932249258,29.84072955,19.03073407,2.982243538,95.8759482,2.740250704,29.91479976,18.54249572,2.984078108,95.10095982,2.969987775,29.22713263,17.8499987,2.830176078,95.14534492,4.2071956,29.5596925,18.24650722,2.866603153,91.95335707,2.673529377,29.8650706,17.83101661,2.866789034,87.48075819,3.207793397,30.06312985,17.75826414,2.999889465,91.61301436,4.061234187,30.03622557,18.18365935,3.102621121
Piatt,17147,Illinois,16344,-88.5911,40.0104,85.8380639,1.738836171,28.72644451,15.97882287,3.760186791,92.78940686,3.810883428,28.74955789,17.51992972,3.608175664,93.42933485,3.18386244,28.57150778,17.13883537,3.600648236,92.04978252,2.489122841,28.29756096,16.40961122,3.478756105,91.90732967,3.847892964,28.79916964,17.52588577,3.478162599,89.7169169,2.580338839,28.4407801,16.75119357,3.563754559,85.37521684,3.120877364,28.36174246,16.07506029,3.460590538,89.15676593,3.30245947,28.29424975,16.83074731,3.614678881
Pike,17149,Illinois,15561,-90.8826,39.6233,85.83898947,2.194510674,29.33752906,16.47573094,3.769445368,87.27510397,3.115743971,29.77053363,18.29571152,3.820593665,94.87664546,3.772171704,28.66837884,18.0554585,3.618390232,94.56881405,3.371729435,28.29931766,17.05742941,3.478225529,94.45594788,4.341141545,29.12384418,17.67771294,3.40534557,88.56297565,2.989132158,28.86641157,17.4075175,3.586998593,83.03927196,2.248743262,29.0904659,16.63074751,3.551251114,89.85093095,3.000360771,28.98252666,17.14683986,3.672168185
Pope,17151,Illinois,4177,-88.5616,37.4128,93.21733081,2.377543587,29.57694874,17.45732971,2.978456365,95.81194802,4.811091294,29.86409742,19.18562824,3.03934289,98.1393933,2.911125441,30.02562914,18.278178,2.978637472,96.52307604,4.126585432,28.83545214,18.01846493,2.881988687,96.55992107,3.61205134,29.17814578,18.31917138,2.994783041,93.68204878,2.825873932,30.25764611,18.16057752,2.94208909,93.03760148,4.131965449,29.73409336,17.7911399,2.978374537,93.65434479,4.76544905,30.04928704,18.39784273,3.071795879
Pulaski,17153,Illinois,5335,-89.1266,37.2229,92.29430207,1.86090425,29.70870911,18.2195882,2.959007476,95.47135112,3.84985605,30.33812179,19.81725675,3.061001406,96.52209564,3.96860988,30.38338152,19.55039133,2.958919694,95.84563972,3.849074235,29.43703752,18.74350373,2.90798698,95.973219,2.653980971,29.84180714,19.0476136,3.012079742,92.14803853,2.429809738,30.67451627,19.13140461,2.953964061,92.92628804,4.540732084,29.81716821,18.36570465,2.96544743,94.51204439,3.658455512,30.10469892,18.80429083,3.099912422
Putnam,17155,Illinois,5739,-89.2858,41.2044,87.7195656,2.578654137,27.76821695,15.04479373,3.740326897,90.31468386,4.295241315,28.09857247,16.7019569,3.654900938,92.50004747,4.301706003,27.62420146,16.66862126,3.548113446,90.0900302,3.284752777,27.93997995,15.8798544,3.567213564,88.17041786,3.064478763,28.55522145,16.8435856,3.576158402,88.28896524,3.467016232,27.53099912,15.81258965,3.657991709,85.00371452,3.011237805,27.80889132,15.14809219,3.484625556,88.2015908,2.814473816,28.08502681,15.74029393,3.593049561
Randolph,17157,Illinois,31782,-89.8237,38.0546,88.28286697,1.812025694,30.16647777,17.27237389,3.067820626,91.86615388,4.760780002,29.79643831,19.1081774,3.0539485,95.24637193,2.794903941,29.94759572,18.64027277,3.038186528,94.53541021,3.017227919,29.14866083,17.81024301,2.890891274,93.25332541,4.093302546,29.67304326,18.4501363,2.91665772,90.0170351,2.638978286,30.22711463,18.12992207,2.925481665,87.34602221,2.891019687,30.02342454,17.56311819,3.057572926,89.85390778,3.816850471,30.03669771,18.25556723,3.175721605
Richland,17159,Illinois,15513,-88.0851,38.7123,89.24726747,2.161418188,29.51215753,16.49068655,3.565182598,94.23352208,5.51506171,29.79377151,18.56042905,3.382801112,96.59156933,4.011137056,29.71068829,17.78857653,3.435405675,95.61577125,3.391093582,29.08324926,17.04892701,3.249845944,95.70525639,4.797345161,29.41326482,17.79337525,3.357526891,93.53214983,4.973278136,29.52724897,17.55208778,3.282169141,88.44357048,3.038244925,29.44240586,16.76220043,3.376530054,90.5636404,3.600533964,29.5773398,17.52703697,3.514938512
Rock Island,17161,Illinois,141879,-90.5632,41.4656,88.15255089,3.069153108,27.90917957,15.16374668,3.755058113,91.03189783,4.533326476,28.08036833,16.72157322,3.653528487,94.19038635,3.738715629,27.9222746,16.87943076,3.528612531,90.73943328,3.696572718,27.80324311,16.00890589,3.666956337,90.64856827,2.759955779,28.55540787,16.85512557,3.526515303,87.01763766,3.442242167,27.66465999,16.26770794,3.692999306,81.67139431,2.65150422,28.13737697,15.86861501,3.507312908,90.31892098,3.387234114,28.28834699,15.98575023,3.550954905
St. Clair,17163,Illinois,259686,-89.9275,38.4699,85.8947409,1.785990302,30.33244708,17.66056241,3.158624182,91.8545032,4.780218505,30.3800652,19.29561244,3.128871405,94.85535787,3.818543762,29.91320851,19.00026295,3.100889329,94.89142726,3.960072554,29.49184197,17.95105561,2.931508975,92.81252807,3.863194159,29.90463594,18.92645098,2.946824732,87.28426069,3.777527251,30.21123798,19.00183409,2.992309105,82.25987029,2.938244731,30.12224468,18.45313307,3.137394244,89.74559635,4.844529093,30.18406902,18.57996778,3.207640167
Saline,17165,Illinois,23491,-88.5408,37.7532,91.49270727,2.222310207,29.79123612,17.41956696,3.023812216,94.63694188,3.757853498,30.29727072,19.17298093,2.972439941,97.58273299,2.921619431,30.35440496,18.29917247,2.958426462,95.87690804,3.856320288,29.23936738,17.93390956,2.833901385,95.96178129,3.903986051,29.79272467,18.35939691,2.965638679,92.60094375,3.394096878,30.60752999,18.18919117,2.882436293,90.97087512,2.745258143,30.39397273,17.8032984,2.988193295,92.56128217,4.131217729,30.43843588,18.1927305,3.063391134
Sangamon,17167,Illinois,194672,-89.6589,39.7582,84.18182578,1.656788729,29.37038857,16.32929616,3.892987206,92.03439755,4.45413397,29.35107544,17.91889911,3.81494811,94.00122661,4.162237255,28.90915611,17.57747952,3.747579412,92.79330508,2.402726779,28.78696915,16.67526848,3.646269527,93.07156895,4.502454682,29.08831224,17.66652762,3.532303227,90.3329723,4.37463887,28.59432823,17.17057426,3.675131115,85.14306457,2.95704832,28.82184698,16.30976026,3.581468947,88.95233613,3.208388043,28.91509836,17.0973231,3.818352728
Schuyler,17169,Illinois,6768,-90.6151,40.158,86.49736909,2.241679983,28.86214939,15.9174001,4.009405836,90.5579522,5.073540878,29.05681582,17.42010189,3.992100219,95.32472729,4.153634529,28.40372073,17.59869972,3.755084099,94.30976708,2.796153082,28.10136644,16.52008308,3.750847766,94.18499427,3.806690492,28.71549733,17.31668843,3.590844255,89.99120468,3.311338582,28.345501,16.65340998,3.803447014,84.5200953,2.297917631,28.62007176,16.00065687,3.645983346,89.57393104,2.999234026,28.73461542,16.77676569,3.822220565
Scott,17171,Illinois,4951,-90.4747,39.6441,86.00177139,1.564243375,29.38237079,16.20924349,3.880629114,90.08175696,3.60355083,29.62339899,17.93603006,3.858925026,95.19259308,3.285476213,28.81758464,17.71373487,3.75120622,94.90702733,3.223222929,28.56763413,16.73437842,3.594073422,94.57482716,3.880093152,29.22818963,17.55249769,3.512450482,89.93576141,3.018958321,29.00384011,17.15398096,3.683596092,84.43641834,2.078998374,29.05806926,16.35927667,3.634353278,90.58981975,3.167550273,29.09392203,16.95815829,3.813234077
Shelby,17173,Illinois,21634,-88.8055,39.3912,86.95597049,1.943523593,29.37377589,16.1332821,3.822633966,94.90556724,5.044598237,29.29803423,17.80296959,3.665897789,95.11737309,4.062059913,28.979022,17.54954607,3.706173036,94.22440231,3.301512874,28.56414033,16.64444337,3.532146127,94.7610508,4.661815579,29.04755395,17.40005032,3.557950392,91.85464236,4.298686604,28.64034646,17.07084894,3.596462031,86.85543969,2.560462349,28.60760551,16.18217315,3.593158809,91.954647,3.475859318,28.4667477,16.55292887,3.795600395
Stark,17175,Illinois,5342,-89.7975,41.0934,88.23071178,2.548422742,27.71964556,14.71638005,3.855812106,92.27530089,3.89778117,28.03391717,16.30896707,3.803249896,93.78472782,4.791046387,27.69880847,16.4529126,3.669907652,92.24083913,3.179946636,27.71132742,15.49845177,3.74930369,92.4118256,3.724544602,28.27781708,16.38429859,3.595941638,90.1453243,3.323983676,27.26175906,15.61050038,3.754935607,86.35416033,3.540680224,27.54670381,15.04358678,3.561535957,89.10058724,3.718111973,27.99620863,15.87179991,3.704943056
Stephenson,17177,Illinois,44498,-89.6623,42.3517,94.62153865,4.074588717,26.35619748,13.81169394,3.907062265,96.30955544,6.330770686,26.55054773,15.03501205,3.871343201,96.17826779,5.641381779,26.22967294,15.17971629,3.767788799,93.87616136,3.917832267,26.58092829,14.60976806,4.034976968,88.62731414,1.956193109,27.79803268,15.14610242,4.067867339,91.8602713,5.027674823,26.19589264,14.69215298,4.126836511,84.28492713,2.766864358,26.99117541,14.24103602,3.854657186,92.91757734,3.600631862,27.07051039,14.74512698,3.865015233
Tazewell,17179,Illinois,131803,-89.5134,40.5075,85.35883456,2.391461906,28.74621286,15.65196743,3.949357863,90.6071754,3.528295826,28.91638282,17.17859418,3.934614286,93.459862,3.595990536,28.47101651,17.03298707,3.775459054,91.54527744,3.027634307,28.42608211,16.19823734,3.749444996,91.49665418,3.602322341,28.95716058,17.2396681,3.656450039,89.36384901,2.370634026,28.53431207,16.2840215,3.807739961,85.94144591,3.181188517,28.57564275,15.59802967,3.568393638,89.96032246,3.405764748,28.89560309,16.17655685,3.801000234
Union,17181,Illinois,16653,-89.2529,37.4715,91.63726847,2.198804238,29.81902897,17.73447078,2.877764068,94.37548341,4.005038369,30.26243179,19.47381217,2.955902964,96.83110291,3.546281188,30.30113119,18.91868646,2.891795789,95.72713011,4.451538058,29.44301256,18.273926,2.815581541,95.10425631,2.943634556,29.78227636,18.6687309,2.912490385,92.79266214,2.635593268,30.27663819,18.31938299,2.832679702,92.5362887,3.480182445,29.63972118,17.80972117,2.885812138,93.71664647,3.910110278,29.73875713,18.30222416,3.027004827
Vermilion,17183,Illinois,75758,-87.7328,40.1834,90.30036763,2.524362441,28.18155849,15.41712185,3.682211592,95.04293436,4.382649364,28.35332097,17.01132838,3.575030006,94.40850447,2.679849585,28.4567969,16.59949796,3.625716396,93.35085658,3.013580613,28.23176245,15.70410802,3.468129268,94.15742669,4.265294113,28.63588525,16.82096821,3.605687906,92.03258927,2.931308561,28.33206465,15.82099587,3.626146667,87.54480573,2.513167586,28.2033902,15.26160184,3.433240746,91.27006354,3.467179069,28.49083327,15.87656799,3.597271713
Wabash,17185,Illinois,11520,-87.8443,38.4461,90.7789218,2.341870523,29.71443359,16.8485196,3.253086308,94.9393028,5.270692028,30.25363815,18.85782477,3.053654097,97.44827215,4.0152933,30.00492602,18.09355937,3.115545486,96.32018307,2.89837853,29.26967899,17.36412027,2.951087612,96.02829431,4.96765536,29.62906178,18.15011745,3.119833196,93.84562253,4.489317809,29.89051181,18.03072992,2.972034811,89.95420204,3.344341171,29.75556279,17.15615419,3.08971723,90.92806893,3.495487265,30.11535928,17.89498446,3.208527244
Warren,17187,Illinois,16844,-90.615,40.8488,87.37401581,2.342902475,28.08289892,15.09153431,4.003167784,91.52646577,3.848232509,28.33725219,16.66874026,3.950107653,95.45965061,3.7979445,27.92313478,16.88437728,3.761834278,93.99016547,3.185704491,27.66191474,15.75683583,3.852792541,94.77515004,3.747713689,28.21984069,16.50213634,3.645599469,89.53924147,2.867105365,27.63963659,15.96468963,3.86417586,85.67276177,3.199674806,28.00895345,15.50027688,3.626040888,90.56734346,3.389811881,28.06049647,15.98835042,3.79599129
Washington,17189,Illinois,13887,-89.4105,38.3522,87.42123098,1.968812062,29.75914497,17.230283,3.390652443,92.73268764,5.63273789,29.73027449,19.12946506,3.327854242,95.12605787,2.799099513,29.64930442,18.6687102,3.339500023,94.76681553,3.066974711,29.14503404,17.85129826,3.167133497,94.4773682,3.934159129,29.44735984,18.41641088,3.200979328,90.20157329,3.491246845,29.60248553,18.16735546,3.207382764,85.84861555,2.947126233,29.82541381,17.68703676,3.328558217,91.6225154,4.930877004,29.83930473,18.14790584,3.416524131
Wayne,17191,Illinois,16215,-88.4256,38.4296,88.294222,1.978849693,30.13116953,16.90927657,3.59709975,93.49439955,5.542782011,30.23745203,18.85508377,3.440527802,96.34829268,3.988777625,29.98050131,18.30874007,3.466585302,95.37236896,3.336916195,29.26049527,17.54241998,3.308065732,95.8864169,4.912672414,29.56116506,18.06118766,3.383573263,92.88359815,4.01102169,29.52033581,17.78592461,3.328279819,89.14126057,3.653751131,29.71048493,17.09796805,3.434734399,91.66089501,3.834207371,29.85481099,17.81767594,3.548867705
White,17193,Illinois,13537,-88.1796,38.0875,91.84686762,2.484011248,29.6136494,17.12821452,3.262666387,95.81738949,3.920590003,30.27718609,18.90675928,3.115950288,97.81144766,3.799900549,30.15421996,18.23898417,3.140683267,96.89820921,3.996470822,29.18686085,17.61175545,3.010181203,97.30130905,4.433398731,29.56560264,18.0621839,3.104346986,93.79391118,3.952731769,30.08062644,18.09911461,3.030220297,92.24131924,2.532102733,29.78723603,17.23621795,3.135974217,92.31710545,4.006030912,30.38826251,18.1782739,3.238352643
Whiteside,17195,Illinois,55175,-89.9123,41.7553,90.37150007,3.071367227,27.47881216,14.89120216,3.578727355,92.85178145,5.038715771,27.62755643,16.18220345,3.535643569,94.02151364,4.486207059,27.33538711,16.44377638,3.413367974,90.50009831,3.316305061,27.6670465,15.67190527,3.551379002,89.3417787,1.943189825,28.49058424,16.3158605,3.487440535,89.17026172,3.935785525,27.16087834,15.79583531,3.601012459,82.82983214,2.374838412,27.77222387,15.29525466,3.415740142,89.60207623,3.247247621,27.90480563,15.77227883,3.454725507
Will,17197,Illinois,690743,-87.9787,41.445,91.88613126,2.779096262,27.5841715,14.8514293,3.660678083,93.49493137,3.687956713,28.11082001,16.19987781,3.6755305,94.45188947,5.022717523,27.51225209,16.13209867,3.565167556,91.1888735,2.851173633,27.86267734,15.79492614,3.594211064,89.83291363,3.347044652,28.30704336,16.5660566,3.735421932,89.64853555,2.768557614,27.54365573,15.6347136,3.74580119,87.01906686,3.472278779,27.12407289,14.94231227,3.475864573,90.32714615,3.290598665,28.39317943,15.66438962,3.600910625
Williamson,17199,Illinois,66597,-88.9299,37.7303,90.82795405,2.335024554,29.80294952,17.61184546,2.927229161,94.43734223,4.231875518,30.06609322,19.26213392,2.905786604,97.03684422,3.253749382,30.11080254,18.57525177,2.88800922,95.76648396,3.418332385,29.22402498,18.09814005,2.788521783,95.62908077,3.861051232,29.66870001,18.46217089,2.862693744,92.86359338,3.322470805,30.1580865,18.15440348,2.804807245,91.05369006,4.186028739,30.15261576,17.83542681,2.890199746,92.38655297,3.691178983,30.17887702,18.31754838,2.992142172
Winnebago,17201,Illinois,282572,-89.1608,42.3363,93.71725648,3.636186251,26.61738126,14.11800621,3.928297117,96.14216193,6.34209937,26.55460094,15.08723483,3.875833415,95.04750157,5.056463573,26.70005135,15.55822613,3.798682127,91.42739207,3.742552941,27.23780177,15.11982954,4.05488565,85.88165967,2.119001625,28.31534205,15.66841921,4.103926226,90.66536516,4.889521744,26.65260428,14.9372424,4.139304968,82.81690407,2.648312003,27.05670046,14.64574585,3.844945771,91.90621908,3.870280545,27.43685961,14.90689569,3.896779581
Woodford,17203,Illinois,38459,-89.2112,40.7882,87.44277122,2.051112885,28.57189106,15.10877868,3.929354221,91.43036677,3.272349064,28.80393112,16.67833279,3.883061463,93.78962742,4.401576306,28.26347098,16.58944162,3.765909064,91.37977764,3.855801789,28.34677434,15.93323453,3.734553915,91.17539496,2.661296323,28.87411811,16.79619498,3.673030125,90.12918177,2.60245516,28.32319973,15.72805962,3.809564147,87.64557322,3.798921701,28.18021834,15.05194495,3.569936018,90.23327007,2.723549583,28.61214303,15.58370573,3.758493978
