,Location,Cases_2017,Cases_2018,Cases_2019,Cases_2020,Cases_2021,Cases_2022,Cases_2023,Cases_2024
327,17119,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
328,17121,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
329,17123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
330,17127,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
331,17141,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
332,17143,1.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0
333,17157,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
334,17161,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
335,17163,1.0,2.0,2.0,0.0,0.0,1.0,4.0,3.0
336,17167,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
337,17171,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
338,17177,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
339,17179,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0
340,17183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
341,17195,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
342,17197,1.0,4.0,0.0,1.0,4.0,0.0,4.0,2.0
343,17199,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
344,17201,3.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
345,17203,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
346,18003,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
347,18005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,18019,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
349,18021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
350,18023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
351,18025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
352,18035,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
353,18037,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
354,18039,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
355,18043,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
356,18053,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
357,18055,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,18057,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
359,18059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
360,18063,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
361,18067,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
362,18069,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
363,18073,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
364,18075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,18079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,18081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
367,18085,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
368,18089,3.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0
369,18091,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
370,18095,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,18097,2.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0
372,18099,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,18105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
374,18109,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
375,18123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
376,18127,0.0,1.0,0.0,0.0,3.0,0.0,3.0,2.0
377,18135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
378,18137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
379,18141,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
380,18153,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
381,18157,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
382,18163,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
383,18173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
384,18177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,18179,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
386,18181,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
387,18183,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
388,19003,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
389,19005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,19009,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
391,19015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
392,19017,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
393,19021,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
394,19023,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
395,19025,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
396,19037,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
397,19039,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
398,19045,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
399,19047,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
400,19057,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
401,19061,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
402,19063,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
403,19065,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
404,19067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
405,19069,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
406,19073,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
407,19081,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
408,19085,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0
409,19087,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410,19091,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
411,19093,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
412,19099,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
413,19103,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
414,19105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415,19107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
416,19109,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
417,19111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
418,19113,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
419,19119,2.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0
420,19125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
421,19127,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
422,19129,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
423,19131,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
424,19133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
425,19135,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
426,19137,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
427,19141,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
428,19143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
429,19145,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
430,19147,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
431,19149,0.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0
432,19151,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
433,19153,1.0,12.0,0.0,1.0,0.0,2.0,1.0,5.0
434,19155,1.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0
435,19157,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
436,19163,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
437,19165,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
438,19167,0.0,9.0,1.0,0.0,0.0,1.0,2.0,3.0
439,19169,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
440,19177,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
441,19181,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0
442,19183,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
443,19185,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
444,19193,1.0,8.0,2.0,0.0,2.0,1.0,1.0,0.0
445,20005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
446,20007,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
447,20009,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0
448,20015,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
449,20023,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
450,20027,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
451,20035,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
452,20037,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
453,20039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
454,20041,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
455,20045,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0
456,20051,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
457,20055,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0
458,20057,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0
459,20065,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
460,20067,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
461,20069,0.0,1.0,0.0,0.0,2.0,0.0,4.0,2.0
462,20071,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
463,20075,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
464,20079,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
465,20081,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
466,20083,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
467,20085,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
468,20091,1.0,3.0,1.0,1.0,3.0,2.0,5.0,2.0
469,20093,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
470,20095,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
471,20101,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
472,20103,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
473,20105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
474,20107,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
475,20109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
476,20113,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
477,20117,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
478,20119,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0
479,20121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
480,20123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
481,20129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
482,20135,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
483,20137,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
484,20141,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,20145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
486,20147,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
487,20149,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
488,20151,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
489,20153,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
490,20155,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0
491,20157,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
492,20159,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
493,20161,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
494,20163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,20169,0.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0
496,20171,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
497,20173,1.0,2.0,3.0,3.0,0.0,2.0,6.0,2.0
498,20175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
499,20177,4.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
500,20181,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
501,20185,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
502,20187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
503,20189,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
504,20193,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
505,20195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
506,20197,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,20199,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
508,20201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
509,20207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
510,20209,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
511,21003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
512,21015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
513,21019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
514,21025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
515,21037,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
516,21049,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
517,21059,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
518,21065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,21067,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
520,21089,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,21103,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,21107,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
523,21111,2.0,5.0,2.0,0.0,1.0,3.0,7.0,1.0
524,21117,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0
525,21141,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
526,21145,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
527,21161,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
528,21169,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
529,21171,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
530,21227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
531,21231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
532,22003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,22005,0.0,9.0,0.0,0.0,0.0,1.0,6.0,0.0
534,22007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,22009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
536,22011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
537,22013,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
538,22015,3.0,3.0,0.0,3.0,1.0,3.0,1.0,2.0
539,22017,7.0,7.0,2.0,6.0,3.0,2.0,1.0,1.0
540,22019,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0
541,22025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,22027,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
543,22029,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,22031,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0
545,22033,8.0,14.0,4.0,2.0,5.0,5.0,5.0,3.0
546,22037,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
547,22039,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
548,22041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
549,22043,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
550,22045,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
551,22047,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
552,22049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,22051,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0
554,22053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
555,22055,0.0,2.0,0.0,0.0,0.0,1.0,7.0,3.0
556,22057,0.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0
557,22059,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,22061,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
559,22063,3.0,4.0,3.0,1.0,3.0,10.0,3.0,2.0
560,22065,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
561,22067,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
562,22069,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
563,22071,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
564,22073,1.0,6.0,0.0,0.0,1.0,3.0,1.0,8.0
565,22077,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
566,22079,10.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0
567,22083,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
568,22093,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
569,22095,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
570,22097,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
571,22099,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
572,22103,4.0,10.0,3.0,0.0,2.0,4.0,3.0,1.0
573,22105,0.0,1.0,0.0,2.0,0.0,10.0,0.0,1.0
574,22109,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
575,22113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
576,22117,1.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0
577,22119,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0
578,22121,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
579,22123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
580,23005,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
581,23027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
582,24003,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
583,24005,0.0,9.0,1.0,0.0,1.0,3.0,1.0,10.0
584,24009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
585,24013,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
586,24015,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
587,24017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,24021,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
589,24025,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0
590,24027,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
591,24029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
592,24031,3.0,6.0,2.0,1.0,2.0,0.0,5.0,4.0
593,24033,0.0,7.0,3.0,0.0,2.0,1.0,1.0,2.0
594,24041,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
595,24043,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
596,24510,0.0,5.0,1.0,0.0,2.0,2.0,3.0,3.0
597,25001,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0
598,25003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
599,25005,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0
600,25009,0.0,8.0,0.0,0.0,2.0,0.0,0.0,2.0
601,25011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
602,25013,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
603,25015,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
604,25017,3.0,17.0,2.0,9.0,8.0,4.0,2.0,5.0
605,25021,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
606,25023,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
607,25025,0.0,9.0,0.0,0.0,0.0,3.0,0.0,4.0
608,25027,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0
609,26005,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
610,26015,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
611,26017,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
612,26021,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0
613,26025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
614,26027,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
615,26037,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
616,26041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
617,26045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
618,26049,1.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0
619,26055,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,26057,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
621,26059,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,26065,0.0,5.0,0.0,2.0,1.0,0.0,1.0,1.0
623,26073,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
624,26075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
625,26077,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
626,26081,5.0,18.0,1.0,4.0,1.0,0.0,2.0,1.0
627,26083,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
628,26087,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
629,26089,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
630,26091,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
631,26093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
632,26099,7.0,11.0,2.0,2.0,14.0,1.0,1.0,6.0
633,26103,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
634,26109,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,26115,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0
636,26117,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,26121,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
638,26123,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
639,26125,5.0,12.0,1.0,7.0,12.0,4.0,1.0,4.0
640,26131,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
641,26135,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
642,26139,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
643,26141,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
644,26145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,26147,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
646,26149,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
647,26151,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
648,26155,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
649,26157,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
650,26159,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
651,26161,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
