,County,County,2022,Cases_2022,Hum_22,Pre_22,Tmax_22,Tmin_22,LSTMean_2022,WS_22,Chlorophyll_2022,Ag_MEAN_2022,Fs_MEAN_2022,Rn_MEAN_2022,Cases_normalized_2022
0,Adams,Adams,64526,0,85.81279446,3.216717904,28.54055802,17.38629378,23.744999999999997,3.610065679,1.648360581,0.8,0.81,0.78,0.0
1,Alexander,Alexander,4859,0,92.11873581,2.064861117,30.89559615,18.90465143,24.83,2.979363984,1.830788236,0.76,0.84,0.6,0.0
2,Bond,Bond,16716,0,91.1820618,4.352683305,28.98086302,17.68744351,24.29,3.610157707,2.121370515,0.84,0.84,0.82,0.0
3,Boone,Boone,53084,0,91.88412336,4.545900032,26.41335393,14.53263821,21.985,4.16648062,1.588515848,0.82,0.82,0.8,0.0
4,Brown,Brown,6321,0,89.681143,3.064877459,28.33742907,16.79273003,23.325000000000003,3.706306723,1.768406794,0.82,0.83,0.79,0.0
5,Bureau,Bureau,32862,0,88.92297353,3.621550427,27.22664079,15.70156135,22.225,3.671563383,1.810508391,0.85,0.83,0.82,0.0
6,Calhoun,Calhoun,4335,0,88.73597085,2.855357022,29.66013517,17.78822317,23.89,3.491883249,7.724393852,0.83,0.83,0.79,0.0
7,Carroll,Carroll,15553,0,90.16206109,4.430021883,26.785776,15.25126264,21.79,3.864512966,1.646164452,0.84,0.83,0.78,0.0
8,Cass,Cass,12672,0,91.03907797,3.229439108,28.85536715,16.68223811,23.46,3.79505195,1.849672156,0.82,0.82,0.79,0.0
9,Champaign,Champaign,208033,0,90.4890624,2.722130585,28.26593749,16.25651462,0.0,3.572681788,1.54767715,0.86,0.83,0.75,0.0
10,Christian,Christian,33410,0,91.64446589,3.919274776,28.44143063,16.97757582,23.485,3.634879971,1.871632458,0.86,0.84,0.87,0.0
11,Clark,Clark,15211,0,93.14441783,3.336530562,28.90501865,16.86385743,22.95,3.41945158,1.40354395,0.85,0.85,0.79,0.0
12,Clay,Clay,13053,0,92.90503915,5.385835782,29.50303665,17.52940924,0.0,3.376832391,1.616805941,0.8,0.81,0.8,0.0
13,Clinton,Clinton,36987,0,90.01351137,3.92900199,29.52101736,18.23576396,24.675,3.482509231,1.639334815,0.81,0.81,0.8,0.0
14,Coles,Coles,46708,0,91.07071571,3.542421594,28.68726278,17.03322253,22.235,3.56956817,1.570355606,0.85,0.84,0.78,0.0
15,Cook,Cook,5133106,18,82.67208701,3.109863139,26.95385754,16.97811097,24.6,4.007345583,0.92409833,0.7,0.75,0.64,0.3506648800940405
16,Crawford,Crawford,18516,0,94.55200579,3.718880662,29.10539919,17.18738112,22.925,3.086614888,1.334570992,0.84,0.84,0.77,0.0
17,Cumberland,Cumberland,10296,0,92.88929902,4.632002809,28.9353172,17.01613906,22.225,3.574364988,1.609346071,0.86,0.85,0.78,0.0
18,DeKalb,DeKalb,100569,0,90.57346744,4.013494875,26.46530572,15.04593756,22.7,4.141982736,1.575036921,0.84,0.81,0.78,0.0
19,De Witt,De Witt,15341,0,91.09815251,2.502382447,28.29432089,16.26315296,23.34,3.687890408,1.722017123,0.85,0.82,0.0,0.0
20,Douglas,Douglas,19702,0,90.7022269,2.45497555,28.55031574,16.72521059,0.0,3.564860174,1.455022939,0.85,0.84,0.64,0.0
21,DuPage,DuPage,925143,4,87.18915302,2.962281213,27.29893145,16.00639796,23.705,4.128193772,0.765850764,0.75,0.73,0.82,0.43236559104916755
22,Edgar,Edgar,16426,0,93.85432082,2.827914609,28.6579999,16.19695484,0.0,3.546570752,1.427030698,0.85,0.84,0.79,0.0
23,Edwards,Edwards,6073,0,93.1796288,4.663632035,29.86707311,18.12236884,0.0,3.100542032,1.459783785,0.82,0.83,0.8,0.0
24,Effingham,Effingham,34336,0,92.7378252,5.538410698,28.95377729,17.21873739,23.52,3.603669069,1.58164541,0.84,0.84,0.83,0.0
25,Fayette,Fayette,21284,0,92.25449568,4.148205081,28.87368112,17.2697408,24.505000000000003,3.594133357,1.903763326,0.83,0.83,0.77,0.0
26,Ford,Ford,13270,0,90.94076037,2.828647572,28.18169962,15.90089798,0.0,3.709765351,1.728523066,0.84,0.82,0.78,0.0
27,Franklin,Franklin,37226,1,92.6768663,2.906565104,30.01278326,18.00171668,24.86,2.77392588,1.625183527,0.8,0.8,0.77,2.6862945253317574
28,Fulton,Fulton,33022,0,90.73259168,2.590304241,28.0399159,16.04797309,23.28,3.840554544,1.767041635,0.83,0.82,0.75,0.0
29,Gallatin,Gallatin,4842,0,93.83368199,3.314767618,30.36191921,18.08746118,23.244999999999997,2.93366851,1.577420199,0.79,0.83,0.83,0.0
30,Greene,Greene,11643,0,90.92762189,3.197241204,29.09563119,17.24128337,23.56,3.576048478,1.928555386,0.84,0.84,0.75,0.0
31,Grundy,Grundy,53153,0,89.94194234,2.533725108,27.54527727,15.41238499,23.125,3.633026085,1.896524128,0.82,0.79,0.77,0.0
32,Hamilton,Hamilton,7976,0,92.72865083,3.155201407,29.98860258,17.92336233,0.0,2.976554927,1.679516817,0.81,0.82,0.78,0.0
33,Hancock,Hancock,17250,0,86.06165151,3.050521496,28.34818944,17.12140047,23.02,3.76477894,1.53049446,0.81,0.8,0.8,0.0
34,Hardin,Hardin,3588,0,94.13379501,3.120713754,30.13720267,17.94914424,23.65,3.21097154,2.614801783,0.8,0.84,0.79,0.0
35,Henderson,Henderson,6168,0,86.99488608,2.558517382,27.91340906,16.55531474,23.02,3.833097403,1.7537307,0.83,0.81,0.82,0.0
36,Henry,Henry,48567,0,89.23688767,3.521013416,27.3895213,15.91459846,22.240000000000002,3.740338426,1.573106888,0.85,0.83,0.81,0.0
37,Iroquois,Iroquois,26417,0,91.12623484,2.934636989,27.95584175,15.6303219,22.775,3.751826777,1.739902042,0.85,0.84,0.77,0.0
38,Jackson,Jackson,53004,0,92.54617415,2.270363864,30.21751514,18.05900658,24.445,2.848311094,1.944066094,0.79,0.82,0.8,0.0
39,Jasper,Jasper,9185,0,93.21239588,4.739310871,29.01374997,17.34154667,23.655,3.476585736,1.494577714,0.84,0.83,0.78,0.0
40,Jefferson,Jefferson,36415,0,92.46329983,3.490700905,29.76038995,17.69477007,24.86,3.053930527,1.857992125,0.8,0.81,0.85,0.0
41,Jersey,Jersey,21222,0,90.72733186,2.811362042,29.40505605,17.68367761,24.01,3.490451328,1.93405165,0.84,0.84,0.79,0.0
42,Jo Daviess,Jo Daviess,21863,0,90.22337051,4.06516273,26.12356483,14.99386326,21.725,3.880199898,1.837647946,0.84,0.83,0.78,0.0
43,Johnson,Johnson,13401,0,93.2681575,2.869440588,30.22940839,18.34519389,23.990000000000002,2.87503699,2.164557467,0.81,0.83,0.71,0.0
44,Kane,Kane,515070,2,90.28496474,3.549557203,26.64216459,15.18889844,23.615000000000002,4.14861251,1.349483401,0.81,0.78,0.7,0.3882967363659309
45,Kankakee,Kankakee,106221,0,90.83266255,2.725156597,27.5235213,15.53024812,24.1,3.686471152,1.519965536,0.81,0.8,0.76,0.0
46,Kendall,Kendall,137602,1,88.5201779,2.873923041,27.17862935,15.64390148,22.98,3.736502062,1.566171318,0.82,0.81,0.81,0.7267336230578044
47,Knox,Knox,48713,0,90.97343873,3.284975362,27.49837802,15.62879872,22.67,3.849591605,1.664976044,0.84,0.84,0.72,0.0
48,Lake,Lake,712143,1,87.8911722,3.497970686,26.01343553,15.59081194,22.175,4.421001759,4.419959638,0.75,0.75,0.76,0.14042123562262074
49,LaSalle,LaSalle,108210,0,89.93417199,2.85467355,27.33036371,15.24485292,24.37,3.742375251,1.766790716,0.83,0.8,0.74,0.0
50,Lawrence,Lawrence,14937,0,93.97937555,4.038517139,29.49325634,17.74282678,23.115000000000002,3.080632173,1.304076495,0.82,0.82,0.81,0.0
51,Lee,Lee,33928,0,91.19008493,4.035465589,26.87458111,15.03244054,21.715,3.952799022,1.589539709,0.84,0.82,0.79,0.0
52,Livingston,Livingston,35513,0,91.71939278,2.657220093,28.05107975,15.53909465,23.02,3.607980733,2.004815247,0.82,0.81,0.83,0.0
53,Logan,Logan,27654,0,90.56279762,2.831680628,28.46882849,16.62885548,23.28,3.661566117,1.77134849,0.86,0.84,0.79,0.0
54,McDonough,McDonough,26965,0,91.09327648,2.543040105,27.76740566,16.27567168,22.725,3.844506228,1.541254157,0.83,0.81,0.76,0.0
55,McHenry,McHenry,311921,1,92.08324452,3.873082254,26.45986113,14.47813388,22.215,4.249217767,1.402771181,0.81,0.8,0.76,0.32059399655682047
56,McLean,McLean,171571,1,90.89734099,2.480322404,28.34354526,16.01926198,22.905,3.898152847,1.64352852,0.84,0.81,0.75,0.582849082886968
57,Macon,Macon,101369,0,89.1444787,3.849594147,28.44650538,17.15278724,24.185000000000002,3.608154418,1.775814994,0.87,0.83,0.81,0.0
58,Macoupin,Macoupin,44239,0,90.85462832,3.955633126,28.91906145,17.38384836,23.595,3.614373958,1.777225578,0.85,0.84,0.68,0.0
59,Madison,Madison,263981,0,89.212775,3.502910448,29.26160966,18.41443545,25.990000000000002,3.441178761,1.692098226,0.81,0.8,0.79,0.0
60,Marion,Marion,36878,0,91.80194583,4.213491806,29.46297884,17.69884346,24.265,3.373484514,1.831475338,0.81,0.82,0.8,0.0
61,Marshall,Marshall,11657,0,89.81844503,2.836476868,27.83401474,15.75555466,22.884999999999998,3.705659548,1.836094596,0.83,0.82,0.8,0.0
62,Mason,Mason,12717,0,90.22232325,2.639008253,28.7158643,16.5692335,23.4,3.782514311,1.699273849,0.81,0.78,0.78,0.0
63,Massac,Massac,13858,0,94.49891256,2.403934181,30.65720999,18.40272905,24.89,2.910614489,1.654134234,0.79,0.8,0.82,0.0
64,Menard,Menard,12076,0,89.54387354,3.515609569,28.52059548,17.02186076,23.335,3.758193529,1.987847372,0.85,0.83,0.82,0.0
65,Mercer,Mercer,15512,0,88.5533136,3.379605141,27.83456574,16.06743489,22.759999999999998,3.803615019,1.832185951,0.85,0.85,0.79,0.0
66,Monroe,Monroe,35107,0,87.60953788,2.893985007,30.29701208,18.84408958,24.35,3.083393745,1.772560949,0.79,0.82,0.68,0.0
67,Montgomery,Montgomery,27971,0,91.07622579,4.411366502,29.08619778,17.2325233,23.465,3.622889933,1.951139498,0.85,0.84,0.78,0.0
68,Morgan,Morgan,32931,0,91.8057361,3.875885809,28.82315653,16.7458067,24.335,3.709330189,1.780534132,0.84,0.83,0.0,0.0
69,Moultrie,Moultrie,14361,0,90.2839153,3.292741351,28.53992408,17.10982329,23.384999999999998,3.576489009,1.697813459,0.86,0.81,0.84,0.0
70,Ogle,Ogle,51437,0,91.01195434,4.722797153,26.74646347,15.00697181,21.125,4.128041002,1.62275035,0.85,0.83,0.81,0.0
71,Peoria,Peoria,178503,2,88.26876791,2.633969433,27.97755979,16.21442016,24.045,3.800841782,1.574132388,0.82,0.82,0.76,1.1204293485263552
72,Perry,Perry,20503,0,91.95335707,2.673529377,29.8650706,17.83101661,24.840000000000003,2.866789034,1.561145561,0.77,0.78,0.71,0.0
73,Piatt,Piatt,16678,0,89.7169169,2.580338839,28.4407801,16.75119357,0.0,3.563754559,1.889675265,0.87,0.83,0.79,0.0
74,Pike,Pike,14492,0,88.56297565,2.989132158,28.86641157,17.4075175,23.65,3.586998593,1.761958678,0.81,0.82,0.79,0.0
75,Pope,Pope,3757,0,93.68204878,2.825873932,30.25764611,18.16057752,23.869999999999997,2.94208909,2.4440928,0.8,0.84,0.79,0.0
76,Pulaski,Pulaski,4966,0,92.14803853,2.429809738,30.67451627,19.13140461,24.33,2.953964061,1.812716239,0.79,0.81,0.84,0.0
77,Putnam,Putnam,5562,0,88.28896524,3.467016232,27.53099912,15.81258965,22.915,3.657991709,1.733474029,0.82,0.81,0.76,0.0
78,Randolph,Randolph,30101,1,90.0170351,2.638978286,30.22711463,18.12992207,25.155,2.925481665,1.853390149,0.8,0.8,0.8,3.3221487658217335
79,Richland,Richland,15536,0,93.53214983,4.973278136,29.52724897,17.55208778,24.130000000000003,3.282169141,1.417252667,0.83,0.82,0.78,0.0
80,Rock Island,Rock Island,141812,0,87.01763766,3.442242167,27.66465999,16.26770794,23.22,3.692999306,1.351370226,0.83,0.81,0.68,0.0
81,St. Clair,St. Clair,252947,1,87.28426069,3.777527251,30.21123798,19.00183409,26.065,2.992309105,1.542828458,0.81,0.79,0.77,0.3953397352014454
82,Saline,Saline,23141,0,92.60094375,3.394096878,30.60752999,18.18919117,24.37,2.882436293,1.835987026,0.79,0.82,0.79,0.0
83,Sangamon,Sangamon,194483,0,90.3329723,4.37463887,28.59432823,17.17057426,24.005000000000003,3.675131115,1.754438153,0.84,0.82,0.8,0.0
84,Schuyler,Schuyler,6755,0,89.99120468,3.311338582,28.345501,16.65340998,23.299999999999997,3.803447014,1.851334223,0.82,0.83,0.79,0.0
85,Scott,Scott,4898,0,89.93576141,3.018958321,29.00384011,17.15398096,23.34,3.683596092,1.614213163,0.81,0.82,0.83,0.0
86,Shelby,Shelby,20706,0,91.85464236,4.298686604,28.64034646,17.07084894,23.244999999999997,3.596462031,1.731512222,0.86,0.85,0.79,0.0
87,Stark,Stark,5324,0,90.1453243,3.323983676,27.26175906,15.61050038,0.0,3.754935607,1.728147918,0.83,0.83,0.81,0.0
88,Stephenson,Stephenson,43702,0,91.8602713,5.027674823,26.19589264,14.69215298,0.0,4.126836511,1.618262789,0.84,0.82,0.79,0.0
89,Tazewell,Tazewell,129859,0,89.36384901,2.370634026,28.53431207,16.2840215,24.884999999999998,3.807739961,1.530069622,0.83,0.8,0.77,0.0
90,Union,Union,16901,0,92.79266214,2.635593268,30.27663819,18.31938299,24.14,2.832679702,2.212725247,0.8,0.83,0.8,0.0
91,Vermilion,Vermilion,72089,0,92.03258927,2.931308561,28.33206465,15.82099587,23.375,3.626146667,1.473901946,0.84,0.82,0.82,0.0
92,Wabash,Wabash,11061,0,93.84562253,4.489317809,29.89051181,18.03072992,23.085,2.972034811,1.387206959,0.82,0.82,0.77,0.0
93,Warren,Warren,16368,0,89.53924147,2.867105365,27.63963659,15.96468963,0.0,3.86417586,1.666621289,0.85,0.84,0.8,0.0
94,Washington,Washington,13650,0,90.20157329,3.491246845,29.60248553,18.16735546,0.0,3.207382764,1.747884441,0.79,0.81,0.82,0.0
95,Wayne,Wayne,15903,0,92.88359815,4.01102169,29.52033581,17.78592461,0.0,3.328279819,1.67525464,0.82,0.82,0.8,0.0
96,White,White,13636,0,93.79391118,3.952731769,30.08062644,18.09911461,23.765,3.030220297,1.624396602,0.82,0.82,0.69,0.0
97,Whiteside,Whiteside,54602,0,89.17026172,3.935785525,27.16087834,15.79583531,22.490000000000002,3.601012459,1.495601091,0.83,0.83,0.75,0.0
98,Will,Will,699110,0,89.64853555,2.768557614,27.54365573,15.6347136,24.755,3.74580119,1.21856077,0.79,0.75,0.78,0.0
99,Williamson,Williamson,66565,0,92.86359338,3.322470805,30.1580865,18.15440348,25.064999999999998,2.804807245,1.767567499,0.78,0.81,0.78,0.0
100,Winnebago,Winnebago,282081,0,90.66536516,4.889521744,26.65260428,14.9372424,22.495,4.139304968,1.419374094,0.83,0.81,0.0,0.0
101,Woodford,Woodford,38254,0,90.12918177,2.60245516,28.32319973,15.72805962,24.05,3.809564147,1.742613024,0.83,0.82,0.0,0.0
